date,inflationrate,feerevenue,totalsupply,circulatingsupply,riskreward,stakedtokens,realrewardrate,marketcap,price
2022-10-19,,,,,,,,941845375.1104192,7.21
2022-10-20,,,,,,,,955345569.5770038,7.34
2022-10-21,,,,,,,,963993777.1388178,7.4
2022-10-22,,,,,,,,1172262497.705197,9.03
2022-10-23,,,,,,,,1246128669.44989,9.58
2022-10-24,,,,,,,,1246799989.9779413,9.58
2022-10-25,,,,,,,,1140768646.7713194,8.78
2022-10-26,,,,,,,,1192443476.9384902,9.18
2022-10-27,,,,,,,,1134752910.0562005,8.72
2022-10-28,,,,,,,,1061889993.4607255,8.17
2022-10-29,,,,,,,,1029685433.0144224,7.93
2022-10-30,,,,,,,,1013203781.751866,7.8
2022-10-31,,,,,,,,1033834864.8246156,7.95
2022-11-01,,,,,,,,1064403094.9267448,8.19
2022-11-02,,,,,,,,957514396.0740868,7.36
2022-11-03,,,,,,,,937590398.7774038,7.23
2022-11-04,,,,,,,,997918853.4679734,7.67
2022-11-05,,,,,,,,993356708.7103492,7.64
2022-11-06,,,,,,,,945505467.0544451,7.27
2022-11-07,,,,,,,,908547320.927888,6.99
2022-11-08,,,,,,,,702383902.2935767,5.38
2022-11-09,,,,,,,,499875664.1351868,3.85
2022-11-10,,,,,,,,664487272.1013054,5.14
2022-11-11,,,,,,,,652002091.7648472,5.06
2022-11-12,,,,,,,,585738982.6485379,4.51
2022-11-13,,,,,,,,545548750.3277229,4.21
2022-11-14,,,,,,,,544996504.9916679,4.19
2022-11-15,,,,,,,,566004029.9637666,4.33
2022-11-16,,,,,,,,583997822.4728041,4.5
2022-11-17,,,,,,,,608970534.9825218,4.68
2022-11-18,,,,,,,,608973964.0577334,4.7
2022-11-19,,,,,,,,601889356.8126397,4.63
2022-11-20,,,,,,,,531110116.2871544,4.09
2022-11-21,,,,,,,,530146270.614116,4.08
2022-11-22,,,,,,,,561185387.3485185,4.32
2022-11-23,,,,,,,,579406705.270235,4.45
2022-11-24,,,,,,,,578719599.0227679,4.45
2022-11-25,,,,,,,,577347796.3826162,4.44
2022-11-26,,,,,,,,618970183.0662673,4.76
2022-11-27,,,,,,,,621288715.0470062,4.77
2022-11-28,,,,,,,,582148929.8847446,4.48
2022-11-29,,,,,,,,608588415.5121852,4.68
2022-11-30,,,,,,,,627815993.1216725,4.82
2022-12-01,,,,,,,,606062421.028358,4.66
2022-12-02,,,,,,,,641429029.0322793,4.93
2022-12-03,,,,,,,,673732226.9027714,5.16
2022-12-04,,,,,,,,680286509.6419257,5.24
2022-12-05,,,,,,,,677569794.731411,5.2
2022-12-06,,,,,,,,658714686.1473311,5.07
2022-12-07,,,,,,,,628174439.0096173,4.83
2022-12-08,,,,,,,,640184895.915265,4.93
2022-12-09,,,,,,,,626090034.3907171,4.81
2022-12-10,,,,,,,,623600862.7464752,4.8
2022-12-11,,,,,,,,608971165.6423572,4.68
2022-12-12,,,,,,,,587298362.5958484,4.52
2022-12-13,,,,,,,,602743323.5035374,4.64
2022-12-14,,,,,,,,611072842.8185304,4.68
2022-12-15,,,,,,,,602088964.7864323,4.63
2022-12-16,,,,,,,,525295385.4100038,4.05
2022-12-17,,,,,,,,532501110.8615467,4.1
2022-12-18,,,,,,,,529529360.190139,4.07
2022-12-19,,,,,,,,495448639.6008284,3.8
2022-12-20,,,,,,,,508745366.8905825,3.91
2022-12-21,,,,,,,,490309221.53408,3.77
2022-12-22,,,,,,,,483024269.4230921,3.72
2022-12-23,,,,,,,,487992038.9169999,3.76
2022-12-24,,,,,,,,482454910.8766175,3.71
2022-12-25,,,,,,,,464866897.09783816,3.58
2022-12-26,,,,,,,,474216966.7327949,3.65
2022-12-27,,,,,,,,466647706.379482,3.59
2022-12-28,,,,,,,,419747469.3192985,3.23
2022-12-29,,,,,,,,417006218.5597131,3.21
2022-12-30,,,,,,,,440973709.8548232,3.4
2022-12-31,,,,,,,,449080640.67450416,3.45
2023-01-01,,,,,,,,458510051.86835474,3.53
2023-01-02,,,,,,,,488442740.7765125,3.75
2023-01-03,,,,,,,,495682515.60651904,3.82
2023-01-04,,,,,,,,496146348.0422096,3.82
2023-01-05,,,,,,,,481200273.0782443,3.7
2023-01-06,,,,,,,,502192623.16889405,3.86
2023-01-07,,,,,,,,497293149.4992384,3.83
2023-01-08,,,,,,,,504571878.54711545,3.88
2023-01-09,,,,,,,,677800889.762005,5.22
2023-01-10,,,,,,,,717896235.9924748,5.53
2023-01-11,,,,,,,,691751314.0990736,5.3
2023-01-12,,,,,,,,847009376.3356981,6.55
2023-01-13,,,,,,,,888747639.2771753,6.84
2023-01-14,,,,,,,,1013306381.0759872,7.74
2023-01-15,,,,,,,,1258592520.8699503,7.96
2023-01-16,,,,,,,,1291615865.7004342,8.15
2023-01-17,,,,,,,,1226232734.9773688,7.68
2023-01-18,,,,,,,,1220680881.809558,7.65
2023-01-19,,,,,,,,1260093871.6975272,7.9
2023-01-20,,,,,,,,1740634019.6862657,10.94
2023-01-21,,,,,,,,1893595346.577045,11.79
2023-01-22,,,,,,,,2149733853.030506,13.35
2023-01-23,,,,,,,,2061128649.076256,12.9
2023-01-24,,,,,,,,1980498762.7413225,12.29
2023-01-25,,,,,,,,2939906026.8029146,18.36
2023-01-26,,,,,,,,2930306339.501127,18.24
2023-01-27,,,,,,,,2844218884.088629,17.71
2023-01-28,,,,,,,,2873029957.520612,17.87
2023-01-29,,,,,,,,2959909717.770721,18.41
2023-01-30,,,,,,,,2776229680.789633,17.24
2023-01-31,,,,,,,,2701971945.1079035,16.77
2023-02-01,,,,,,,,2920830683.384424,18.18
2023-02-02,,,,,,,,2782918046.4970818,17.23
2023-02-03,,,,,,,,2766113177.848958,17.08
2023-02-04,,,,,,,,2675385064.578784,16.52
2023-02-05,,,,,,,,2513783701.84382,15.5
2023-02-06,,,,,,,,2422193132.006708,14.95
2023-02-07,,,,,,,,2613401071.399157,16.12
2023-02-08,,,,,,,,2459636888.4915323,15.11
2023-02-09,,,,,,,,2163558099.358305,13.3
2023-02-10,,,,,,,,2222657163.2144146,13.61
2023-02-11,,,,,,,,2277889067.4260306,13.97
2023-02-12,,,,,,,,2133335741.1798255,13.07
2023-02-13,,,,,,,,2312835305.5399523,13.78
2023-02-14,,,,,,,,2473259649.475226,14.72
2023-02-15,,,,,,,,2682426115.7695165,15.95
2023-02-16,,,,,,,,2480280843.957241,14.75
2023-02-17,,,,,,,,2485343837.5080867,14.72
2023-02-18,,,,,,,,2432729887.871467,14.42
2023-02-19,,,,,,,,2384984970.5397525,14.06
2023-02-20,,,,,,,,2400040067.0644608,14.2
2023-02-21,,,,,,,,2265958271.165724,13.42
2023-02-22,,,,,,,,2336919462.501396,13.76
2023-02-23,,,,,,,,2278628285.195083,13.46
2023-02-24,,,,,,,,2178452622.489228,12.83
2023-02-25,,,,,,,,2074969004.4010355,12.23
2023-02-26,,,,,,,,2151851645.3113,12.65
2023-02-27,,,,,,,,2110535660.0211024,12.4
2023-02-28,,,,,,,,2023930771.580839,11.91
2023-03-01,,,,,,,,2270629976.5594263,13.4
2023-03-02,,,,,,,,2195427107.3721576,12.87
2023-03-03,,,,,,,,2000884780.8827949,11.72
2023-03-04,,,,,,,,1929162273.3796515,11.3
2023-03-05,,,,,,,,1908768878.362193,11.16
2023-03-06,,,,,,,,1934190952.3169973,11.29
2023-03-07,,,,,,,,1900572353.079794,11.09
2023-03-08,,,,,,,,1812692831.517961,10.55
2023-03-09,,,,,,,,1883057315.8950448,11.07
2023-03-10,,,,,,,,1860961558.083409,10.8
2023-03-11,,,,,,,,1790054007.3515792,10.44
2023-03-12,,,,,,,,2050822009.9124615,11.93
2023-03-13,,,,,,,,2185573039.358831,12.34
2023-03-14,,,,,,,,2432296467.5350294,13.7
2023-03-15,,,,,,,,2175114004.676178,12.28
2023-03-16,,,,,,,,2215188830.015187,12.46
2023-03-17,,,,,,,,2393550172.8730645,13.57
2023-03-18,,,,,,,,2284559963.439774,12.83
2023-03-19,,,,,,,,2355177356.603246,13.18
2023-03-20,,,,,,,,2171199388.549233,12.18
2023-03-21,,,,,,,,2197401433.388937,12.33
2023-03-22,,,,,,,,2352924950.658971,13.24
2023-03-23,,,,,,,,2371771721.4019365,13.29
2023-03-24,,,,,,,,2195461987.4674187,12.21
2023-03-25,,,,,,,,2085395899.861913,11.67
2023-03-26,,,,,,,,2133550099.0131156,11.89
2023-03-27,,,,,,,,1992507511.9109173,11.14
2023-03-28,,,,,,,,2017583122.150622,11.26
2023-03-29,,,,,,,,2094054016.8793635,11.65
2023-03-30,,,,,,,,2002006135.963415,11.14
2023-03-31,,,,,,,,2050447139.4573889,11.4
2023-04-01,,,,,,,,2029198457.706946,11.27
2023-04-02,,,,,,,,2210806318.9530272,12.29
2023-04-03,,,,,,,,2051036024.396989,11.35
2023-04-04,,,,,,,,2073853529.9510443,11.49
2023-04-05,,,,,,,,2091902285.7541623,11.56
2023-04-06,,,,,,,,2067360591.158361,11.44
2023-04-07,,,,,,,,2019375073.8432636,11.16
2023-04-08,,,,,,,,2003510695.697237,11.05
2023-04-09,,,,,,,,2010853252.2311463,11.09
2023-04-10,,,,,,,,2074047712.8195963,11.44
2023-04-11,,,,,,,,2139981496.7599816,11.78
2023-04-12,,,,,,,,2072204046.2419555,11.38
2023-04-13,,,,,,,,2323089455.063825,12.39
2023-04-14,,,,,,,,2375659517.930932,12.69
2023-04-15,,,,,,,,2355642350.2219424,12.6
2023-04-16,,,,,,,,2353925535.0539865,12.6
2023-04-17,,,,,,,,2297315789.353157,12.29
2023-04-18,,,,,,,,2378350922.9252806,12.68
2023-04-19,,,1030160178.5394782,,,845512577.8350781,,2131384348.968952,11.36
2023-04-20,0.0,,1030403402.9827708,187664272.206382,,848763908.5761508,,2077611012.972588,11.07
2023-04-21,0.0,,1030566897.9313338,187827766.933557,,857208638.8277152,,1909659125.9662104,10.17
2023-04-22,0.0,,1030731226.7340533,187992095.816856,,857381156.1892648,,1946826439.206555,10.36
2023-04-23,0.0,,1030895597.606884,188156465.826176,,857601929.1979471,,1912879738.588976,10.21
2023-04-24,0.0,,1031060008.2960083,188320876.583446,,857811355.1996655,,1926871876.6802385,10.23
2023-04-25,0.0,,1031224436.6936194,188485306.034487,,858059552.094087,,1958460977.1460164,10.39
2023-04-26,0.0,,1031388901.0693498,188649769.341314,,858227794.670888,,1893575155.5372577,10.04
2023-04-27,0.0,,1031553557.5829045,188814425.897395,,859309736.7667067,,1918496179.740772,10.17
2023-04-28,0.0,,1031718281.3765416,188979150.658945,,859485827.8533882,,1924332451.576812,10.19
2023-04-29,0.0,,1031883032.561882,189143901.757974,,859696438.8518912,,2034667587.2834327,10.76
2023-04-30,0.0,,1032047824.6018076,189308694.221658,,859862205.4354001,,1984603540.1823363,10.47
2023-05-01,0.0,,1032212628.9813552,189473498.453495,,860027817.0038414,,1881867974.7162347,9.94
2023-05-02,0.0,,1032377481.5134826,189638350.233282,,860245850.8224734,,1884460837.4710677,9.94
2023-05-03,0.0,,1032542385.9741555,189803257.302644,,860420316.122712,,1894904060.990424,9.99
2023-05-04,0.0,,1032707321.9057229,189968190.898915,,860595470.0338602,,1835888503.987725,9.67
2023-05-05,0.0,,1032872266.108378,190133134.456797,,860762632.7176495,,1874347219.6865315,9.86
2023-05-06,0.0,,1033037287.1427064,190298156.088078,,860934430.3525808,,1753264600.222214,9.22
2023-05-07,0.0,,1033202348.890476,190463217.889647,,861102575.0062822,,1762041623.0887172,9.25
2023-05-08,0.0,,1033367376.8433616,190628245.907588,,860321870.279364,,1584977631.94022,8.32
2023-05-09,0.0,,1033532454.0550928,190793322.825831,,861493128.7996716,,1594731528.6958628,8.35
2023-05-10,0.0,,1033697516.2781012,190958385.703751,,861659976.7006918,,1646806999.0572174,8.62
2023-05-11,0.0,,1033864294.3373704,191125163.301713,,876205136.5714025,,1548374024.413845,8.1
2023-05-12,0.0,,1034018241.2026922,191265111.295405,,876855962.4500852,,1590347736.4405334,8.31
2023-05-13,0.0,,1034158301.6909504,195962649.55898,,876996958.520357,,1632353634.0741117,8.33
2023-05-14,0.0,,1034368448.8063908,196172796.00768,,877244306.5008628,,1665390992.9887831,8.47
2023-05-15,0.0,,1034536614.2686416,196340961.272118,,877418235.9062263,,1689482710.9767962,8.6
2023-05-16,0.0,,1034704826.9188926,196509174.329652,,877695847.5534078,,1678016542.6307702,8.54
2023-05-17,0.0,,1034873075.3942173,196677422.385663,,877876722.1452432,,1715207731.261392,8.72
2023-05-18,0.0,,1035041334.1607542,196845680.527673,,878047206.9462711,,1684163010.8792725,8.54
2023-05-19,0.0,,1035181405.4039629,197027323.489377,,878194877.6041048,,1663281815.8862624,8.44
2023-05-20,0.0,,1035181405.4039629,197195493.599823,,878194877.6041048,,1665582266.3090382,8.45
2023-05-21,0.0,,1035181405.4039629,197363866.559697,,878194877.6041048,,1613614152.8240852,8.17
2023-05-22,0.0,,1035181405.4039629,197532274.638762,,878194877.6041048,,1601540650.0315216,8.11
2023-05-23,0.0,,1035181405.4039629,197700696.092724,,878194877.6041048,,1683588566.2417903,8.52
2023-05-24,0.0,,1035236838.1633213,197869164.016103,,878250555.0547067,,1602472795.8856864,8.09
2023-05-25,0.0,,1035236838.1633213,198037555.459641,,878250555.0547067,,1580486974.028132,7.98
2023-05-26,0.0,,1035236838.1633213,198206074.297689,,878250555.0547067,,1601175927.6089013,8.07
2023-05-27,0.0,,1036570332.1970788,198374680.25938,,879894818.1861109,,1631669955.360523,8.23
2023-05-28,0.0,,1036682771.5143672,198543330.318719,,880008659.7771776,,1695505719.7636423,8.53
2023-05-29,0.0,,1036682771.5143672,198711989.909315,,880008659.7771776,,1697521730.3372731,8.54
2023-05-30,0.0,,1036682771.5143672,198880658.30662,,880008659.7771776,,1690476322.9299054,8.5
2023-05-31,0.0,,1036682771.5143672,199049117.527893,,880008659.7771776,,1664645775.0810473,8.36
2023-06-01,0.0,,1037413309.3500676,199217655.822356,,880757717.4350302,,1706859405.862245,8.56
2023-06-02,0.0,,1037581892.7304844,199386239.04634,,880932186.208742,,1806177568.9212956,9.05
2023-06-03,0.0,,1037750526.9143472,199554874.432344,,881101371.8370018,,1793783292.152886,8.98
2023-06-04,0.0,,1037919128.2414556,199723476.934884,,881270903.2092445,,1840419235.3434129,9.22
2023-06-05,0.0,,1038087855.0094684,199892203.059736,,881440731.4990044,,1627958589.038387,8.15
2023-06-06,0.0,,1038256783.7679676,200061130.498435,,881615995.0566444,,1648677841.403657,8.23
2023-06-07,0.0,,1038426598.364534,200230944.938777,,899860141.8208866,,1533769038.231032,7.66
2023-06-08,0.0,,1038599082.5764704,200403428.924744,,900070560.5097431,,1541102368.4312816,7.69
2023-06-09,0.0,,1038771609.643497,200575957.310817,,900251113.1591741,,1484262084.100046,7.4
2023-06-10,0.0,,1038939671.4876896,200744018.930669,,859751497.210227,,1200449233.2054007,5.98
2023-06-11,0.0,,1039104457.3705368,200908805.338817,,859931578.7279372,,1275770913.9014878,6.35
2023-06-12,0.0,,1039269244.3835472,201073590.80562,,860150476.368152,,1258720678.4431813,6.26
2023-06-13,0.0,,1039434113.3791374,205781937.754425,,860321350.81606,,1279963652.832523,6.22
2023-06-14,0.0,,1039599023.06556,205946849.268139,,860515498.7674185,,1239800032.5941968,6.02
2023-06-15,0.0,,1039763928.449874,206111753.599125,,860724942.9154787,,1279953989.850566,6.21
2023-06-16,0.0,,1039928874.024911,206276700.277634,,860890872.6914995,,1297480444.746318,6.29
2023-06-17,0.0,,1040066329.2879696,206414153.8491,,861029083.611784,,1440770793.866718,6.98
2023-06-18,0.0,,1040258864.5505508,206606692.175375,,861230309.3205622,,1382198770.653259,6.69
2023-06-19,0.0,,1040423910.033306,206771740.165521,,861358456.3385334,,1430860441.9454052,6.92
2023-06-20,0.0,,1040588951.2890276,206936776.930572,,861507840.0509408,,1489944793.9001184,7.2
2023-06-21,0.0,,1040754098.337362,207101922.327543,,863158381.172772,,1553264417.4565723,7.5
2023-06-22,0.0,,1040919510.6595324,207267335.701074,,863368250.6972445,,1529632937.473926,7.38
2023-06-23,0.0,,1041085015.5797846,207432839.587778,,863546841.4797933,,1584786894.4506238,7.64
2023-06-24,0.0,,1041250542.5510888,207598366.984074,,863717779.3024912,,1525847997.332944,7.35
2023-06-25,0.0,,1041416091.9398532,207763917.262375,,863888887.346913,,1570695214.5035548,7.56
2023-06-26,0.0,,1041581676.9330716,207929502.934693,,864058674.6786119,,1507488896.2765243,7.25
2023-06-27,0.0,,1041747285.6792644,208095111.623165,,864230203.2343682,,1544065728.2438843,7.42
2023-06-28,0.0,,1041912872.7214136,208260700.489568,,864404102.4187177,,1445329261.397602,6.94
2023-06-29,0.0,,1042078456.7794528,208426286.110099,,864586000.5156345,,1498584997.1316118,7.19
2023-06-30,0.0,,1042244153.8179076,208591979.653322,,865042324.823738,,1516463692.0796509,7.27
2023-07-01,0.0,,1042409926.9541576,208757752.722278,,865209133.7653024,,1532281904.9815204,7.34
2023-07-02,0.0,,1042575760.0389644,208923586.916378,,865379966.2645757,,1531409892.097051,7.33
2023-07-03,0.0,,1042741584.608832,209089409.18022,,865461890.7104014,,1568170568.85165,7.5
2023-07-04,0.0,,1042893581.7785676,209241408.392064,,865615637.2987627,,1627898157.290258,7.78
2023-07-05,0.0,,1043073284.1566364,209421109.761746,,865803671.5092138,,1553904634.4321551,7.42
2023-07-06,0.0,,1043239207.0911428,209587031.075692,,865991409.3324844,,1496451401.8804407,7.14
2023-07-07,0.0,,1043404825.8525364,209752659.98865,,865208239.6777351,,1514414205.118053,7.22
2023-07-08,0.0,,1043570259.6950506,209918094.201761,,865382997.3798077,,1482021745.0644326,7.06
2023-07-09,0.0,,1043735773.3878472,210083610.074417,,865552074.8646053,,1487391959.3268723,7.08
2023-07-10,0.0,,1043901398.4353092,210249237.212891,,863276637.3170075,,1488564599.4672685,7.08
2023-07-11,0.0,,1044066492.9577186,210414327.44633,,863380721.9114205,,1481316865.2221632,7.04
2023-07-12,0.0,,1044234527.3382424,210582362.324722,,885530878.0318427,,1469864889.0265596,6.98
2023-07-13,0.0,,1044404123.2191688,215295437.746444,,885716976.2114413,,1627633509.3631165,7.56
2023-07-14,0.0,,1044573603.4959428,215464912.251041,,885890202.5985796,,1583667105.0451512,7.35
2023-07-15,0.0,,1044743155.2535197,215634461.188055,,886062531.5264739,,1604320391.2391293,7.44
2023-07-16,0.0,,1044912465.4142148,215803767.403682,,886256807.9989357,,1596947878.787247,7.4
2023-07-17,0.0,,1045081824.3770852,215973141.625876,,886477517.9123611,,1697548893.1793854,7.86
2023-07-18,0.0,,1045293746.1236162,216185051.911836,,886704650.5710555,,1638682693.4917169,7.58
2023-07-19,0.0,,1045463244.3005384,216354555.093593,,886844400.8596574,,1637803982.058499,7.57
2023-07-20,0.0,,1045463238.8002684,216524137.809366,,886844400.8596574,,1606609102.5454955,7.42
2023-07-21,0.0,,1045802440.8670062,216693754.211255,,887155133.1162496,,1631703969.2107503,7.53
2023-07-22,0.0,,1045972100.0009624,216863405.565922,,887332081.1173904,,1663342320.6906216,7.67
2023-07-23,0.0,,1046141761.2762278,217033073.842325,,887505160.0610389,,1645110699.7248237,7.58
2023-07-24,0.0,,1046311523.25869,217202834.527433,,887680271.5891649,,1531279983.418403,7.05
2023-07-25,0.0,,1046480567.4457934,217371878.435055,,887851790.7889963,,1515081992.6923332,6.97
2023-07-26,0.0,,1046650434.4996208,217541746.829153,,889027965.570825,,1527143062.740654,7.02
2023-07-27,0.0,,1046820479.5119488,217711791.204367,,889200585.0377679,,1537045245.902831,7.06
2023-07-28,0.0,,1046990697.0775186,217882001.088434,,889917006.3083895,,1540425747.6952286,7.07
2023-07-29,0.0,,1047161207.5542188,218052511.286918,,890113209.5831016,,1556894930.5885944,7.14
2023-07-30,0.0,,1047331569.0629116,218222882.285262,,890314651.7134603,,1534106862.465392,7.03
2023-07-31,0.0,,1047501896.9507146,218393199.805616,,890487555.1960851,,1539672058.629593,7.05
2023-08-01,0.0,,1047672277.3242444,218563586.824765,,890665722.7614907,,1538687651.2463455,7.04
2023-08-02,0.0,,1047842709.0384178,218734019.515184,,890723113.4348762,,1500515373.8741622,6.86
2023-08-03,28.487416968941453,974155.189889433,1048012961.3439016,218904275.522479,0.0025240027503375,890900606.1554407,-17.227530684418745,1484170988.0424078,6.78
2023-08-04,28.47083686871464,1198223.2348007015,1048183284.246883,219074590.112552,0.0031700096659611,891074834.7531117,-17.21101066019377,1467799753.7540984,6.7
2023-08-05,28.454544104180638,1249134.1560732715,1048353601.7954528,219244916.52176,0.0032990764635719,891257304.5196965,-17.200509968928014,1473325839.026227,6.72
2023-08-06,28.40922977588956,1292950.1851879477,1048524083.2096162,219415397.561222,0.0033921972078829,890529885.186849,-17.171290859988964,1467889009.684575,6.69
2023-08-07,28.39834848346614,1243712.582542138,1048694368.8564252,219585678.598916,0.0033159339159585,890879640.867824,-17.164271428541035,1462440619.4687805,6.66
2023-08-08,28.38184958683356,1238012.8753068903,1048864892.236966,219756208.648548,0.0032461544062065,891053511.266647,-17.15362585732063,1472366597.9452715,6.7
2023-08-09,27.68165819664906,1271867.0099339073,1048992667.6011784,219925807.805474,0.0031498615796434,890581492.9550543,-16.699305959678277,1625251719.682453,7.39
2023-08-10,28.326450294835265,1274243.3099115838,1049200952.2657452,220092257.966561,0.0031243801461402,890674171.8073102,-17.11786058475534,1578061489.6202424,7.17
2023-08-11,28.306578409703658,1215521.2769565,1048992667.6011784,220262667.207084,0.0030136667425543,890738468.2592235,-17.10502395257064,1563864937.1702964,7.1
